product_title,product_rating,total_reviews,purchased_last_month,discounted_price,original_price,is_best_seller,is_sponsored,has_coupon,buy_box_availability,delivery_date,sustainability_tags,product_image_url,product_page_url,data_collected_at,product_category,discount_percentage
"Fitbit Inspire 3 Health &-Fitness-Tracker with Stress Management, Workout Intensity, Sleep Tracking, 24/7 Heart Rate and more, Midnight Zen/Black One Size (S & L Bands Included)",4.3,20039.0,10000,79.95,99.95,Best Seller,Organic,No Coupon,Add to cart,2025-08-29,,https://m.media-amazon.com/images/I/51CtR+quteL._AC_UL320_.jpg,https://www.amazon.com/Fitbit-Management-Intensity-Tracking-Midnight/dp/B0B5F9SZW7/ref=sr_1_74?dib=eyJ2IjoiMSJ9.R5C5c127FAMdv1j0xqbs6pQ5u90xWfstqcsbRNCzQIb4GLIDNqBc9QICGz5G2hlK3Ei4xa8HM9MOiC50O99Ea9Tdm7L8BV5Au6cJ0jKmAwqyPSvx1TNiKmJrHm5K46m4RWUmHzORxPX0xqJDEaUlBv4ZuAZXPMtm4BYZTbNXBgQPPlcqbpxQ_uwbgfpZZG0wl-D4zEPfu2_vQ6smLwV2D5Huga-ancv_VerflS0cUKCqJaiAzhyhSBVdyedVp-mOthJTff1XghLSMKbjDoNwhPuKBTRIJJIJFjHMtTWpCFE.5MiUObWl1yD0ZNomdJloPRIABnFV2d46HgeYCCUygjY&dib_tag=se&qid=1755800098&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-74,2025-08-21 11:15:00,Wearables,20.01
"Texas Instruments TI-84 Plus Graphics Calculator, Black 320 x 240 pixels (2.8"" diagonal)",4.7,18748.0,10000,103.99,103.99,No Badge,Organic,No Coupon,Add to cart,2025-08-29,,https://m.media-amazon.com/images/I/61MAIW40dLL._AC_UL320_.jpg,https://www.amazon.com/Texas-Instruments-TI-84-Graphics-Calculator/dp/B0001EMM0G/ref=sr_1_75?dib=eyJ2IjoiMSJ9.R5C5c127FAMdv1j0xqbs6pQ5u90xWfstqcsbRNCzQIb4GLIDNqBc9QICGz5G2hlK3Ei4xa8HM9MOiC50O99Ea9Tdm7L8BV5Au6cJ0jKmAwqyPSvx1TNiKmJrHm5K46m4RWUmHzORxPX0xqJDEaUlBv4ZuAZXPMtm4BYZTbNXBgQPPlcqbpxQ_uwbgfpZZG0wl-D4zEPfu2_vQ6smLwV2D5Huga-ancv_VerflS0cUKCqJaiAzhyhSBVdyedVp-mOthJTff1XghLSMKbjDoNwhPuKBTRIJJIJFjHMtTWpCFE.5MiUObWl1yD0ZNomdJloPRIABnFV2d46HgeYCCUygjY&dib_tag=se&qid=1755800098&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-75,2025-08-21 11:15:00,Phones,0.0
"HP Original 952 Cyan, Magenta, Yellow / 952XL Black Ink Cartridges (4-Pack) | Works OfficeJet 8702 OfficeJet Pro 7700, 8210, 8700 Series | Eligible for Instant Ink | N9K28AN",4.6,2617.0,10000,166.62,166.62,No Badge,Organic,No Coupon,Add to cart,2025-08-29,,https://m.media-amazon.com/images/I/71j7xt3vCZL._AC_UL320_.jpg,https://www.amazon.com/952XL-Yield-Magenta-Yellow-Cartridges/dp/B0765MNPBL/ref=sr_1_76?dib=eyJ2IjoiMSJ9.R5C5c127FAMdv1j0xqbs6pQ5u90xWfstqcsbRNCzQIb4GLIDNqBc9QICGz5G2hlK3Ei4xa8HM9MOiC50O99Ea9Tdm7L8BV5Au6cJ0jKmAwqyPSvx1TNiKmJrHm5K46m4RWUmHzORxPX0xqJDEaUlBv4ZuAZXPMtm4BYZTbNXBgQPPlcqbpxQ_uwbgfpZZG0wl-D4zEPfu2_vQ6smLwV2D5Huga-ancv_VerflS0cUKCqJaiAzhyhSBVdyedVp-mOthJTff1XghLSMKbjDoNwhPuKBTRIJJIJFjHMtTWpCFE.5MiUObWl1yD0ZNomdJloPRIABnFV2d46HgeYCCUygjY&dib_tag=se&qid=1755800098&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-76,2025-08-21 11:15:00,Laptops,0.0
"HP 64 Black & Tri-Color Ink Cartridges for HP Printers (Combo Pack) | Works with Printer Series: Inspire 7950e; ENVY Photo 6200, 7100, 7800; Tango | Eligible for Instant Ink | X4D92AN",4.6,23765.0,20000,55.89,55.89,No Badge,Organic,No Coupon,,,Manufacturing practices,https://m.media-amazon.com/images/I/71jmYtdquJL._AC_UL320_.jpg,https://www.amazon.com/HP-Tri-Color-Original-Cartridges-N9J90AN/dp/B06ZY9LP74/ref=sr_1_77?dib=eyJ2IjoiMSJ9.R5C5c127FAMdv1j0xqbs6pQ5u90xWfstqcsbRNCzQIb4GLIDNqBc9QICGz5G2hlK3Ei4xa8HM9MOiC50O99Ea9Tdm7L8BV5Au6cJ0jKmAwqyPSvx1TNiKmJrHm5K46m4RWUmHzORxPX0xqJDEaUlBv4ZuAZXPMtm4BYZTbNXBgQPPlcqbpxQ_uwbgfpZZG0wl-D4zEPfu2_vQ6smLwV2D5Huga-ancv_VerflS0cUKCqJaiAzhyhSBVdyedVp-mOthJTff1XghLSMKbjDoNwhPuKBTRIJJIJFjHMtTWpCFE.5MiUObWl1yD0ZNomdJloPRIABnFV2d46HgeYCCUygjY&dib_tag=se&qid=1755800098&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-77,2025-08-21 11:15:00,Laptops,0.0
"Logitech H390 Gaming Headphones, Wired Headphones with Mic, USB Headset with Microphone for PC, Noise Cancelling Microphone for Video Meetings, Music, Gaming - Black",4.3,69082.0,10000,15.68,15.68,Best Seller,Organic,No Coupon,,,,https://m.media-amazon.com/images/I/6144+3nBNhL._AC_UL320_.jpg,https://www.amazon.com/Logitech-Headset-H390-Noise-Cancelling/dp/B000UXZQ42/ref=sr_1_78?dib=eyJ2IjoiMSJ9.R5C5c127FAMdv1j0xqbs6pQ5u90xWfstqcsbRNCzQIb4GLIDNqBc9QICGz5G2hlK3Ei4xa8HM9MOiC50O99Ea9Tdm7L8BV5Au6cJ0jKmAwqyPSvx1TNiKmJrHm5K46m4RWUmHzORxPX0xqJDEaUlBv4ZuAZXPMtm4BYZTbNXBgQPPlcqbpxQ_uwbgfpZZG0wl-D4zEPfu2_vQ6smLwV2D5Huga-ancv_VerflS0cUKCqJaiAzhyhSBVdyedVp-mOthJTff1XghLSMKbjDoNwhPuKBTRIJJIJFjHMtTWpCFE.5MiUObWl1yD0ZNomdJloPRIABnFV2d46HgeYCCUygjY&dib_tag=se&qid=1755800098&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-78,2025-08-21 11:15:00,Phones,0.0
"RCA 10.1"" WiFi Digital Picture Frame Uhale App Photo Frames Electronic HD IPS Touch Screen Display with 32GB Memory LED Lights, Support USB/SD Card, Slideshow, Instantly Share Photos Videos",4.0,5.0,,59.99,79.99,No Badge,Sponsored,No Coupon,,2025-09-01,,https://m.media-amazon.com/images/I/71yebnw2SUL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0NDAxNDYzMjM5NDUwMTgxOjE3NTU4MDAwOTg6c3BfYnRmX2Jyb3dzZTozMDA4MjcwMzcwNDQ1MDI6OjA6Og&url=%2FRCA-Digital-Electronic-Slideshow-Instantly%2Fdp%2FB0F24BQ3W5%2Fref%3Dsr_1_79_sspa%3Fdib%3DeyJ2IjoiMSJ9.R5C5c127FAMdv1j0xqbs6pQ5u90xWfstqcsbRNCzQIb4GLIDNqBc9QICGz5G2hlK3Ei4xa8HM9MOiC50O99Ea9Tdm7L8BV5Au6cJ0jKmAwqyPSvx1TNiKmJrHm5K46m4RWUmHzORxPX0xqJDEaUlBv4ZuAZXPMtm4BYZTbNXBgQPPlcqbpxQ_uwbgfpZZG0wl-D4zEPfu2_vQ6smLwV2D5Huga-ancv_VerflS0cUKCqJaiAzhyhSBVdyedVp-mOthJTff1XghLSMKbjDoNwhPuKBTRIJJIJFjHMtTWpCFE.5MiUObWl1yD0ZNomdJloPRIABnFV2d46HgeYCCUygjY%26dib_tag%3Dse%26qid%3D1755800098%26refinements%3Dp_n_g-101014971069111%253A119653281011%26s%3Delectronics%26sr%3D1-79-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,2025-08-21 11:15:00,Storage,25.0
"Pyle Dash Cam, Rearview Mirror Monitor, Night Vision, 7.4” LCD Screen, Backup Camera, Slim Bar Design, Waterproof IP-69, G-Sensor, Audio Recording, 32GB Memory Slot, Universal Mount, Includes Cables",3.8,30.0,,139.99,139.99,No Badge,Sponsored,No Coupon,Add to cart,2025-09-08,,https://m.media-amazon.com/images/I/61NIPEjnc-L._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0NDAxNDYzMjM5NDUwMTgxOjE3NTU4MDAwOTg6c3BfYnRmX2Jyb3dzZTozMDA4MDM2NTk0NjE5MDI6OjA6Og&url=%2FDash-Cam-Rearview-Mirror-Monitor%2Fdp%2FB07C9PBGVW%2Fref%3Dsr_1_80_sspa%3Fdib%3DeyJ2IjoiMSJ9.R5C5c127FAMdv1j0xqbs6pQ5u90xWfstqcsbRNCzQIb4GLIDNqBc9QICGz5G2hlK3Ei4xa8HM9MOiC50O99Ea9Tdm7L8BV5Au6cJ0jKmAwqyPSvx1TNiKmJrHm5K46m4RWUmHzORxPX0xqJDEaUlBv4ZuAZXPMtm4BYZTbNXBgQPPlcqbpxQ_uwbgfpZZG0wl-D4zEPfu2_vQ6smLwV2D5Huga-ancv_VerflS0cUKCqJaiAzhyhSBVdyedVp-mOthJTff1XghLSMKbjDoNwhPuKBTRIJJIJFjHMtTWpCFE.5MiUObWl1yD0ZNomdJloPRIABnFV2d46HgeYCCUygjY%26dib_tag%3Dse%26qid%3D1755800098%26refinements%3Dp_n_g-101014971069111%253A119653281011%26s%3Delectronics%26sr%3D1-80-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,2025-08-21 11:15:00,Chargers & Cables,0.0
"myQ Smart Garage Security Camera – 1080p HD Video, Night Vision, Motion Detection, Magnetic, Wi-Fi, Two-Way Audio, Smartphone Control",4.2,5284.0,2000,29.22,49.99,No Badge,Sponsored,No Coupon,Add to cart,2025-08-29,,https://m.media-amazon.com/images/I/51Sx6UWyeOL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0NDAxNDYzMjM5NDUwMTgxOjE3NTU4MDAwOTg6c3BfYnRmX2Jyb3dzZTozMDA2MTkxNzExMzIwMDI6OjA6Og&url=%2FmyQ-Smart-Garage-Camera-Smartphone%2Fdp%2FB093Z8FPG6%2Fref%3Dsr_1_81_sspa%3Fdib%3DeyJ2IjoiMSJ9.R5C5c127FAMdv1j0xqbs6pQ5u90xWfstqcsbRNCzQIb4GLIDNqBc9QICGz5G2hlK3Ei4xa8HM9MOiC50O99Ea9Tdm7L8BV5Au6cJ0jKmAwqyPSvx1TNiKmJrHm5K46m4RWUmHzORxPX0xqJDEaUlBv4ZuAZXPMtm4BYZTbNXBgQPPlcqbpxQ_uwbgfpZZG0wl-D4zEPfu2_vQ6smLwV2D5Huga-ancv_VerflS0cUKCqJaiAzhyhSBVdyedVp-mOthJTff1XghLSMKbjDoNwhPuKBTRIJJIJFjHMtTWpCFE.5MiUObWl1yD0ZNomdJloPRIABnFV2d46HgeYCCUygjY%26dib_tag%3Dse%26qid%3D1755800098%26refinements%3Dp_n_g-101014971069111%253A119653281011%26s%3Delectronics%26sr%3D1-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,2025-08-21 11:15:00,Phones,41.55
Amazon Basics 8-Sheet Cross Cut Paper Shredder and Credit Card Shredder - Black,4.4,64543.0,30000,30.58,33.99,Best Seller,Organic,No Coupon,Add to cart,2025-09-01,,https://m.media-amazon.com/images/I/719njn2SJ1L._AC_UL320_.jpg,https://www.amazon.com/Amazon-Basics-8-Sheet-Cross-Cut-Shredder/dp/B0C6LZ8S34/ref=sr_1_73?dib=eyJ2IjoiMSJ9.HG5j6WKk7G0TLt6OO1VrMfvGFHPgDrf73_An15Zk3Sx1IcxMZCEMekxpdPaPBOhp7KbYrYRQJyh-R0N20KojAN6cjT3uv2X5RcNMRtIfNF0hZVXSeqRPT46sHNmCGfHLVIz6yK-X-PWX9b-g72uOS_D9h92Io2nNKgzMYaOX7XLguW3DW7dBe-S3Jt6J1V7ps9beBiCFccFCVS6f3sQtYpQOzluKLrqJ37jDDRdMzaE_jju-dXVC1jNs46SKM4UYyanRyR_uusisiDk6Zu1u-On-hSvDh8lk1_6_UfRR4Ac.f1N_KPbxmbdKiOQtSG-9-JIgEMTnjEtjQqTfDE3t8cM&dib_tag=se&qid=1755800113&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-73,2025-08-21 11:15:15,Other Electronics,10.03
"Anker USB C Charger(Nano II 65W), PPS 3-Port Fast Compact Foldable Wall Charger for MacBook Pro/Air, iPad Pro, Galaxy S20, Dell XPS 13, Note 20/10+, iPhone 16/16 Pro, Steam Deck, and More",4.6,17279.0,10000,25.99,39.99,No Badge,Organic,No Coupon,Add to cart,2025-08-28,Carbon impact,https://m.media-amazon.com/images/I/5164giE9fFL._AC_UL320_.jpg,https://www.amazon.com/Anker-Charger-Compact-Foldable-MacBook/dp/B09C5RG6KV/ref=sr_1_74?dib=eyJ2IjoiMSJ9.HG5j6WKk7G0TLt6OO1VrMfvGFHPgDrf73_An15Zk3Sx1IcxMZCEMekxpdPaPBOhp7KbYrYRQJyh-R0N20KojAN6cjT3uv2X5RcNMRtIfNF0hZVXSeqRPT46sHNmCGfHLVIz6yK-X-PWX9b-g72uOS_D9h92Io2nNKgzMYaOX7XLguW3DW7dBe-S3Jt6J1V7ps9beBiCFccFCVS6f3sQtYpQOzluKLrqJ37jDDRdMzaE_jju-dXVC1jNs46SKM4UYyanRyR_uusisiDk6Zu1u-On-hSvDh8lk1_6_UfRR4Ac.f1N_KPbxmbdKiOQtSG-9-JIgEMTnjEtjQqTfDE3t8cM&dib_tag=se&qid=1755800113&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-74,2025-08-21 11:15:15,Laptops,35.01
"HP DeskJet 2855e Wireless All-in-One Color Inkjet Printer, Scanner, Copier, Best-for-home, 3 months of Instant Ink included, Single-band Wi-Fi connectivity (588S5A)",3.9,11214.0,20000,59.99,89.99,Best Seller,Organic,No Coupon,Add to cart,2025-09-01,Works with Alexa,https://m.media-amazon.com/images/I/61ecU+9lUqL._AC_UL320_.jpg,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/dp/B0CT2R7199/ref=sr_1_75?dib=eyJ2IjoiMSJ9.HG5j6WKk7G0TLt6OO1VrMfvGFHPgDrf73_An15Zk3Sx1IcxMZCEMekxpdPaPBOhp7KbYrYRQJyh-R0N20KojAN6cjT3uv2X5RcNMRtIfNF0hZVXSeqRPT46sHNmCGfHLVIz6yK-X-PWX9b-g72uOS_D9h92Io2nNKgzMYaOX7XLguW3DW7dBe-S3Jt6J1V7ps9beBiCFccFCVS6f3sQtYpQOzluKLrqJ37jDDRdMzaE_jju-dXVC1jNs46SKM4UYyanRyR_uusisiDk6Zu1u-On-hSvDh8lk1_6_UfRR4Ac.f1N_KPbxmbdKiOQtSG-9-JIgEMTnjEtjQqTfDE3t8cM&dib_tag=se&qid=1755800113&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-75,2025-08-21 11:15:15,Laptops,33.34
"Sceptre New 27-inch Gaming Monitor 100Hz 1ms DisplayPort HDMI x2 100% sRGB AMD FreeSync Build-in Speakers, Eye Care Frameless Machine Black 2024 (E275W-FW100T)",4.4,7091.0,10000,97.97,119.97,Best Seller,Organic,No Coupon,Add to cart,2025-09-01,,https://m.media-amazon.com/images/I/71jdr9u9YhL._AC_UL320_.jpg,https://www.amazon.com/Sceptre-DisplayPort-FreeSync-Frameless-E275W-FW100T/dp/B0CHHSFMRL/ref=sr_1_76?dib=eyJ2IjoiMSJ9.HG5j6WKk7G0TLt6OO1VrMfvGFHPgDrf73_An15Zk3Sx1IcxMZCEMekxpdPaPBOhp7KbYrYRQJyh-R0N20KojAN6cjT3uv2X5RcNMRtIfNF0hZVXSeqRPT46sHNmCGfHLVIz6yK-X-PWX9b-g72uOS_D9h92Io2nNKgzMYaOX7XLguW3DW7dBe-S3Jt6J1V7ps9beBiCFccFCVS6f3sQtYpQOzluKLrqJ37jDDRdMzaE_jju-dXVC1jNs46SKM4UYyanRyR_uusisiDk6Zu1u-On-hSvDh8lk1_6_UfRR4Ac.f1N_KPbxmbdKiOQtSG-9-JIgEMTnjEtjQqTfDE3t8cM&dib_tag=se&qid=1755800113&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-76,2025-08-21 11:15:15,TV & Display,18.34
Roku Streaming Stick 4K - HDR & Dolby Vision Roku Streaming Device for TV with Voice Remote & Long-Range Wi-Fi - Free & Live TV,4.7,90262.0,10000,33.99,33.99,No Badge,Organic,No Coupon,,,Works with Alexa,https://m.media-amazon.com/images/I/81xr+BrYBwL._AC_UL320_.jpg,https://www.amazon.com/Roku-Streaming-Device-Vision-Controls/dp/B09BKCDXZC/ref=sr_1_77?dib=eyJ2IjoiMSJ9.HG5j6WKk7G0TLt6OO1VrMfvGFHPgDrf73_An15Zk3Sx1IcxMZCEMekxpdPaPBOhp7KbYrYRQJyh-R0N20KojAN6cjT3uv2X5RcNMRtIfNF0hZVXSeqRPT46sHNmCGfHLVIz6yK-X-PWX9b-g72uOS_D9h92Io2nNKgzMYaOX7XLguW3DW7dBe-S3Jt6J1V7ps9beBiCFccFCVS6f3sQtYpQOzluKLrqJ37jDDRdMzaE_jju-dXVC1jNs46SKM4UYyanRyR_uusisiDk6Zu1u-On-hSvDh8lk1_6_UfRR4Ac.f1N_KPbxmbdKiOQtSG-9-JIgEMTnjEtjQqTfDE3t8cM&dib_tag=se&qid=1755800113&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-77,2025-08-21 11:15:15,TV & Display,0.0
"HP 63 Black Ink Cartridge for HP Printers | Works with Printer Series: DeskJet 1112, 2130, 3630; ENVY 4510, 4520; OfficeJet 3830, 4650, 5200 | Eligible for Instant Ink | F6U62AN",4.7,94058.0,30000,30.99,35.64,No Badge,Organic,No Coupon,Add to cart,,Manufacturing practices,https://m.media-amazon.com/images/I/71PzqpCRdJL._AC_UL320_.jpg,https://www.amazon.com/HP-Cartridge-F6U62AN-Deskjet-Officejet/dp/B00WR23X5I/ref=sr_1_78?dib=eyJ2IjoiMSJ9.HG5j6WKk7G0TLt6OO1VrMfvGFHPgDrf73_An15Zk3Sx1IcxMZCEMekxpdPaPBOhp7KbYrYRQJyh-R0N20KojAN6cjT3uv2X5RcNMRtIfNF0hZVXSeqRPT46sHNmCGfHLVIz6yK-X-PWX9b-g72uOS_D9h92Io2nNKgzMYaOX7XLguW3DW7dBe-S3Jt6J1V7ps9beBiCFccFCVS6f3sQtYpQOzluKLrqJ37jDDRdMzaE_jju-dXVC1jNs46SKM4UYyanRyR_uusisiDk6Zu1u-On-hSvDh8lk1_6_UfRR4Ac.f1N_KPbxmbdKiOQtSG-9-JIgEMTnjEtjQqTfDE3t8cM&dib_tag=se&qid=1755800113&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-78,2025-08-21 11:15:15,Laptops,13.05
"Amazon Basics Full Motion Articulating TV Monitor Wall Mount for 26"" to 55"" TVs and Flat Panels up to 80 Lbs, Black",4.6,51663.0,10000,22.99,24.58,No Badge,Organic,No Coupon,Add to cart,2025-09-01,,https://m.media-amazon.com/images/I/71geD2eIksL._AC_UL320_.jpg,https://www.amazon.com/Amazon-Basics-Motion-Articulating-Mount/dp/B01KBEOL5E/ref=sr_1_79?dib=eyJ2IjoiMSJ9.HG5j6WKk7G0TLt6OO1VrMfvGFHPgDrf73_An15Zk3Sx1IcxMZCEMekxpdPaPBOhp7KbYrYRQJyh-R0N20KojAN6cjT3uv2X5RcNMRtIfNF0hZVXSeqRPT46sHNmCGfHLVIz6yK-X-PWX9b-g72uOS_D9h92Io2nNKgzMYaOX7XLguW3DW7dBe-S3Jt6J1V7ps9beBiCFccFCVS6f3sQtYpQOzluKLrqJ37jDDRdMzaE_jju-dXVC1jNs46SKM4UYyanRyR_uusisiDk6Zu1u-On-hSvDh8lk1_6_UfRR4Ac.f1N_KPbxmbdKiOQtSG-9-JIgEMTnjEtjQqTfDE3t8cM&dib_tag=se&qid=1755800113&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-79,2025-08-21 11:15:15,TV & Display,6.47
"Logitech C920x HD Pro Webcam, Full HD 1080p/30fps Video, Clear Audio, HD Light Correction, PC Camera Webcam, Works with Skype, Zoom, Facetime, PC, Laptop, Mac, Tablet - Black",4.6,20903.0,10000,59.99,69.99,No Badge,Organic,No Coupon,Add to cart,2025-09-01,Carbon impact,https://m.media-amazon.com/images/I/71YN85pLGcL._AC_UL320_.jpg,https://www.amazon.com/Logitech-C920x-Pro-HD-Webcam/dp/B085TFF7M1/ref=sr_1_80?dib=eyJ2IjoiMSJ9.HG5j6WKk7G0TLt6OO1VrMfvGFHPgDrf73_An15Zk3Sx1IcxMZCEMekxpdPaPBOhp7KbYrYRQJyh-R0N20KojAN6cjT3uv2X5RcNMRtIfNF0hZVXSeqRPT46sHNmCGfHLVIz6yK-X-PWX9b-g72uOS_D9h92Io2nNKgzMYaOX7XLguW3DW7dBe-S3Jt6J1V7ps9beBiCFccFCVS6f3sQtYpQOzluKLrqJ37jDDRdMzaE_jju-dXVC1jNs46SKM4UYyanRyR_uusisiDk6Zu1u-On-hSvDh8lk1_6_UfRR4Ac.f1N_KPbxmbdKiOQtSG-9-JIgEMTnjEtjQqTfDE3t8cM&dib_tag=se&qid=1755800113&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-80,2025-08-21 11:15:15,Laptops,14.29
"Canon PG-275 / CL-276 Genuine Ink Value Pack (2 Cartridges), Compatible with TS3520/3522/4722/3720/3722, TR4720",4.6,18811.0,20000,34.99,39.99,No Badge,Organic,No Coupon,Add to cart,2025-09-01,,https://m.media-amazon.com/images/I/816ne-0W7FL._AC_UL320_.jpg,https://www.amazon.com/Canon-PG-275-CL-276-Multi-Pack/dp/B08Y999HBF/ref=sr_1_81?dib=eyJ2IjoiMSJ9.HG5j6WKk7G0TLt6OO1VrMfvGFHPgDrf73_An15Zk3Sx1IcxMZCEMekxpdPaPBOhp7KbYrYRQJyh-R0N20KojAN6cjT3uv2X5RcNMRtIfNF0hZVXSeqRPT46sHNmCGfHLVIz6yK-X-PWX9b-g72uOS_D9h92Io2nNKgzMYaOX7XLguW3DW7dBe-S3Jt6J1V7ps9beBiCFccFCVS6f3sQtYpQOzluKLrqJ37jDDRdMzaE_jju-dXVC1jNs46SKM4UYyanRyR_uusisiDk6Zu1u-On-hSvDh8lk1_6_UfRR4Ac.f1N_KPbxmbdKiOQtSG-9-JIgEMTnjEtjQqTfDE3t8cM&dib_tag=se&qid=1755800113&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-81,2025-08-21 11:15:15,Cameras,12.5
